ISBN,EDITORIAL,TITULO,AUTOR/COLABORADOR,FORMATO,SEMESTRE,AÑO
978-9945-608-55-7,EDITORIAL ISLA NEGRA ,CHOCOLAT / MY MASTER (OF MY HEART),"LUGO RAMIREZ, DORIS E. (AUTOR); TORRES, JUAN CARLOS (ILUSTRADOR); GOMEZ LUGO, MARCELA (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9159-8-3,FUNDACION OXFAM INTERMON ,PRIVATIZATION MECHANISMS IN PRIMARY AND SECONDARY EDUCATION IN THE DOMINICAN REPUBLIC,"ULLOA, JORGE (AUTOR); BENADY, ILEADA (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-468-90-8,ALFA & OMEGA ,TOBORIN TOBORADO 1,"TOBOGAN, REVISTA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-468-91-5,ALFA & OMEGA ,TOBORIN TOBORADO 2,"TOBOGAN, REVISTA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-468-92-2,ALFA & OMEGA ,TOBORIN TOBORADO 3,"TOBOGAN, REVISTA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-88-7,EDITORIAL SANTUARIO ,DEL TAO  A LA CUA NTICA,"JIMENES, RAMON ANTONIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-572-2,"HELVE, GARDY ",VIVENCIAS DE UN LLAMADO,"MEJIA, BERNARDO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9205-5-0,GRAPHIC COLONIAL ,VOLEIBOL DOMINICANO,"VALDEZ, ANTONIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9255-1-7,PROMOCIONES & PUBLICIDAD LA FE ,HUMILDAD QUE TRASCIENDE,"PHILIPPE, MARIE PIERRE (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-2-0,BIEN-ETRE MEDIA ,CREATIVIDAD EN ACCION,"GONZALEZ BAEZ, KEILA (AUTOR); ESPINOZA SANCHEZ, LUIS ERNESTO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-3-7,BIEN-ETRE MEDIA ,CREATIVIDAD EN ACCION,"GONZALEZ BAEZ, KEILA (AUTOR); ESPINOZA SANCHEZ, LUIS ERNESTO (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9251-6-6,FUNDACION FRIEDRICH EBERT ,"GENERO, CUIDADO DE LA VIDA Y COVID 19 EN CUBA","ROMERO ALMODOVAR, MAGELA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-573-9,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COMO EMPRENDER CON EXITO,"BRAND, JOSEPH (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-574-6,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",HOW TO START WITH SUCCESS,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-575-3,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COMMENT ENTREPRENDRE AVEC SUCCÈS,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-576-0,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COME INIZIARE CON SUCCESO,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-577-7,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",EMPRENDER CON EXITO,"BRAND, JOSEPH (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-578-4,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",START WITH SUCCESS,"BRAND, JOSEPH (AUTOR); HARTH, SEBASTIAN (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-579-1,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",ENTREPRISE AVEC SUCCES,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-580-7,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",IMPRESA CON SUCCESSO,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-581-4,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",LEAN STARTUP,"BRAND, JOSEPH (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-582-1,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",LEAN STARTUP,"BRAND, JOSEPH (AUTOR); HARTH, SEBASTIAN (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-583-8,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",LEAN STARTUP,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-584-5,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",LEAN STARTUP,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-613-67-4,ARCHIVO GENERAL DE LA NACION ,LA REVOLUCION FRANCESA EN LA ESPAÑOLA: SAINT DOMINGUE-SANTO DOMINGO,"MURGUEITIO MANRIQUE, CARLOS ALBERTO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-89-4,EDITORIAL SANTUARIO ,MERCEDITA (SIN S),"GUILAMO, ALTAGRACIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-68-1,ARCHIVO GENERAL DE LA NACION ,"NIBAJE, MARILOPEZ Y LA CRUZ DE MARILOPEZ","BAEZ PEREZ, RAFAEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-610-35-2,TRIBUNAL CONSTITUCIONAL DE LA REPUBLICA DOMINICANA ,CONSTITUCION POLITICA. POLITICA CONSTITUCIONAL,"DIAZ FILPO, RAFAEL (AUTOR); TEJADA, LEONOR (COORDINADOR EDITORIAL); CASADO MEJIA, YISSEL (DISEÑADOR); READ, ENRIQUE (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-69-8,ARCHIVO GENERAL DE LA NACION,EL JARDIN DE LAS LLAVES,"ACOSTA MATOS, ELIADES (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-70-4,ARCHIVO GENERAL DE LA NACION ,EL CRIMEN DE LAS HERMANAS MIRABAL Y RUFINO DE LA CRUZ,"BAEZ, ETZEL (AUTOR); RAIMUNDO, ABEL (ILUSTRADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-621-35-8,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (MSPAS) ,PROTOCOLO PARA EL DIAGNOSTICO Y TRATAMIENTO DEL CORONAVIRUS (COVID-19) ,"DE LA ROSA, ANDELYS-REPUBLICA DOMINICANA (COORDINADOR EDITORIAL); MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9185-5-7,NINON LEON DE SALEME,FRUTAS EN REPUBLICA DOMINICANA,"MARTE, DOMINGO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-618-19-8,AMIGO DEL HOGAR ,LATIDOS DEL ALMA,"CRUZ EDUARDO, ALBERTO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-22-070-4,"EDITORA BUHO, S.R.L. ",AMORES A ESCONDIDAS    ,"DURAN, ANDY (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-448-29-0,INSTITUTO DOMINICANO DE INVESTIGACIONES AGROPECUARIAS Y FORESTALES (IDIAF) ,"TRANSFORMACION RURAL EN LA REPUBLICA DOMINICANA. EL REALISMO MA GICO EN EL DISCURSO OFICIAL, 2012-2019","DEL ROSARIO, PEDRO JUAN (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9210-8-3,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,LEVANTANTE,"SANTOS, VICTOR M (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9262-2-4,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,CRECIMIENTO Y DESARROLLO : DESDE LA CONCEPCION HASTA LA ADOLESCENCIA,"MORLA BAEZ, ELBI (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9224-2-4,INSTITUTO SUPERIOR DE FORMACION DOCENTE SALOME UREÑA,INTRODUCCION A LA HISTORIA SOCIAL DOMINICANA,"TOLENTINO DIPP, HUGO (AUTOR); SANCHEZ MARIÑEZ, JULIO (DIRECTOR); SILIE, RUBEN (PROLOGUISTA); MARMOLEJOS VILLAVICENCIO, MARGARITA (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-507-04-1,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",DERECHOS Y OBLIGACIONES DE LA HUMANIDAD,"VILLEGAS QUINTERO, EFRAIN (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-586-9,"SEGARRA DEL ROSARIO, SOCRATES DANILO",HENRY SIN PAGINA EN BLANCO,"SEGARRA, SOCRATES (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-90-0,EDITORIAL SANTUARIO ,LOS ESCRITORES DOMINICANOS Y LA CULTURA,"ALCANTARA ALMANZAR, JOSE (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9097-9-1,CENTRO CULTURAL EDUARDO LEON JIMENES ,ANUARIO 2019,CENTRO CULTURAL EDUARDO LEON JIMENES (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-589-0,"TEJADA DE MAÑON, LUISA ",60 CONSEJOS PRA CTICOS PARA CREAR RIQUEZA,"TEJADA DE MAÑON, LUISA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-590-6,"TEJADA DE MAÑON, LUISA ",60 CONSEJOS PRA CTICOS PARA CREAR RIQUEZA,"TEJADA DE MAÑON, LUISA (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-598-2,"VICENS POU, LAURA MARIA",FELICIDAD PEGAJOSA,LAURA VICENS POU (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-4-4,BIEN-ETRE MEDIA ,UN VIAJE CON DESTINO,"MONTAN, KALAHAN (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-05-8,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",DIOS VIVE EN MI JARDIN,"MERCEDES UREÑA, JOSE RAMON  - REPUBLICA DOMINICANA (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-06-5,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",MEDITASSANA CONFIO,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-07-2,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA ",MEDITASSANA PRESENCIA,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-08-9,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",MEDITASSANA UNION,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-09-6,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",GESTACION,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-10-2,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA",PLENITUD,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-507-11-9,"FEDERACION INTERNACIONAL DE ASOCIACIONES DE AYUDA SOCIAL, ECOLOGIA Y CULTURA ",ILUMINACION,"RADEFELDT FONCK, IRMGARD V. (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9263-0-9,EDITORA ROBIOU,LOS LIBROS DEL CIELO ,"DE LEON PEREZ, DILANIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-587-6,"SABA CABRAL, ANGEL RAMON",UNA CHIQUILLA GIGANTE = A LITTLE GIANT GIRL,"MARTE MARTICH, BELKIS MARIA (AUTOR); ESPAILLAT, RHINA (TRADUCTOR); MARTINEZ, EZEQUIEL (ILUSTRADOR); LUDWIG, MEDINA (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-491-86-9,PALABRA MULTIMEDIA,"AMOR, DOLOR Y A VECES TU ","GORIS, SAMUEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-588-3,"VALDEZ FORTUNA, ANTONIO",¿DESTRUIRA  EL TERRORISMO AL MUNDO?,"VALDEZ, MANUEL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-8801-1-3,NODO. COMUNICACION + DISEÑO,SENTIR,"NORIEGA, LOLA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9251-7-3,FUNDACION FRIEDRICH EBERT,SEGURIDAD CIUDADANA Y CONVIVENCIA EN REPUBLICA DOMINICANA,"CIVOLANI HISCHNJAKOW, KATERINA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-591-3,"SIMO, ERIC",RAICES DE LA IDENTIDAD DOMINICANA,"ROSARIO, REINA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-592-0,"SIMO, ERIC",TEATRO,"DISLA, REYNALDO (EDITOR LITERARIO); CAMPOS SAGASETA, KOLDO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-5-1,BIEN-ETRE MEDIA,"NI 20, NI 30","FAULKNER COTORREAL, XILENIE (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-6-8,BIEN-ETRE MEDIA,"NI 20, NI 30","FAULKNER COTORREAL, XILENIE (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-23-000-0,INSTITUTO POLITECNICO LOYOLA,INSTITUTO POLITECNICO LOYOLA SESENTA Y SIETE AÑOS DESPUES,"SAEZ, JOSE LUIS (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-7-5,BIEN-ETRE MEDIA,UN VIAJE CON DESTINO,"MONTAN, KALAHAN (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9210-9-0,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,REFLEXIONES EN EL EXILIO,"R ESTEVEZ, JOSE R ESTEVEZ (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-593-7,"JIMENEZ CRISOSTOMO , ALVARO",ORU ORGANIZACION DE RELACIONES UNIDAS,"JIMENEZ CRISOSTOMO, ALVARO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-594-4,"VALDEZ FORTUNA, ANTONIO",EL ULTIMO APAREJO,"VALDEZ, MANUEL (AUTOR); SANCHEZ CRUZ, LUIS ALBERTO (DISEÑADOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-458-12-1,SENDEROS DEL MUNDO,EL SAQUEO DE FRANXIS DRAKE A SANTO DOMINGO,"REYES SANCHEZ, MIGUEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-91-7,EDITORIAL SANTUARIO,LA DRAMA TICA: EL TEATRO REVOLUCIONARIO DE JUAN PABLO DUARTE ,"CRUZ DURAN, GIOVANNY (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-92-4,EDITORIAL SANTUARIO,VERSOS DE UN HOMBRE ERRANTE,"JIMENEZ, RAMON (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-596-8,"CRUZ UREÑA, AURA NATHALIA",DETOX FINANCIERO,"CRUZ, AURA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-8-2,BIEN-ETRE MEDIA,HAZLO A TU MANERA,"TORRES, CLAUDIA LILIANA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9259-9-9,BIEN-ETRE MEDIA,HAZLO A TU MANERA,"TORRES, CLAUDIA LILIANA (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-595-1,"PEREZ PEREZ, MANUEL OTILIO",LA PRAXIS COHERENTE DE TOMA S BOBADILLA,"PEREZ PEREZ, MANUEL OTILIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-597-5,"CASTRO, MIGUENDY",MEJORES AMIGOS DEL ESPIRITU SANTO,"CASTRO, MIGUENDY (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-617-93-1,EDITORIAL SANTUARIO,LOS ESCRITORES DOMINICANOS Y LA CULTURA,"ALCANTARA ALMANZAR, JOSE (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-610-36-9,TRIBUNAL CONSTITUCIONAL DE LA REPUBLICA DOMINICANA,ESCRITOS REUNIDOS,"CASTILLO, RAFAEL JUSTINO (AUTOR); TEJADA, LEONOR (COORDINADOR EDITORIAL); CASADO MEJIA, YISSEL (DISEÑADOR); READ, ENRIQUE (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-610-37-6,TRIBUNAL CONSTITUCIONAL DE LA REPUBLICA DOMINICANA,ESCRITOS REUNIDOS,"CASTILLO, RAFAEL JUSTINO (AUTOR); TEJADA, LEONOR (COORDINADOR EDITORIAL); READ, ENRIQUE (DISEÑADOR); CASADO MEJIA, YISSEL (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-610-38-3,TRIBUNAL CONSTITUCIONAL DE LA REPUBLICA DOMINICANA,ESCRITOS REUNIDOS,"CASTILLO, RAFAEL JUSTINO (AUTOR); TEJADA, LEONOR (COORDINADOR EDITORIAL); READ, ENRIQUE (DISEÑADOR); CASADO MEJIA, YISSEL (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-599-9,"MEJIA SARMIENTO, FEDERICO ANTONIO",COLECCION DE MIS PENSAMIENTOS ,"SOLANO SILOVESTRE, AMAYA MADEL (COORDINADOR EDITORIAL); SOLANO SILVESTRE, AMAYA MADEL - REPUBLICA DOMINICANA (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9019-6-2,FUNDACION MARCIO VELOZ MAGGIOLO PARA LA CIENCIA Y LA CULTURA,PALIMPSESTO,"VELOZ MAGGIOLO, MARCIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-94-8,EDITORIAL SANTUARIO,EL PAVOR LLEGO EN UN CONVERTIBLE,"RAMOS, EMELDA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-22-071-1,"EDITORA BUHO, S.R.L.",MIEDO ESCENICO,"MONTALVO, FRANCISCO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9209-9-4,EDITORA POETAS DE LA ERA,EL COLOR DE LA MIRADA ,"OVALLES, PEDRO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-600-2,"MEJIA SARMIENTO, FEDERICO ANTONIO",DESTELLO DE LUCES ,"SOLANO SILVESTRE, AMAYA MADEL - REPUBLICA DOMINICANA (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-601-9,"MEJIA SARMIENTO, FEDERICO ANTONIO",MANANTIAL DE ROJAS PASIONES ,"SOLANO SILVESTRE, AMAYA MADEL - REPUBLICA DOMINICANA (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9264-0-8,DEFENSOR DEL PUEBLO,"MANUAL DE ETICA, MORAL, CIVICA Y ALGO MA S...",DEFENSOR DEL PUEBLO (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-605-7,"DE LEON ENCARNACION, LUIS ANTONIO",BUSCANDO TUS OJOS,"DE LEON ENCARNACION, LUIS ANTONIO (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
